Datum,KielerWoche,Bewoelkung,Temperatur,Wettercode,ist_feiertag,Warengruppe_Brot,Warengruppe_Brötchen,Warengruppe_Croissant,Warengruppe_Konditorei,Warengruppe_Kuchen,Warengruppe_Saisonbrot,Wochentag_Monday,Wochentag_Saturday,Wochentag_Sunday,Wochentag_Thursday,Wochentag_Tuesday,Wochentag_Wednesday,Jahreszeit_Herbst,Jahreszeit_Sommer,Jahreszeit_Winter,VPI_Backwaren
2013-11-10,0,2,6.9875,63,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,90.66666667
2013-11-10,0,2,6.9875,63,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,90.66666667
2013-11-10,0,2,6.9875,63,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,90.66666667
2013-11-10,0,2,6.9875,63,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,90.66666667
2013-11-10,0,2,6.9875,63,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,90.66666667
2013-11-11,0,2,8.3125,37,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,90.66666667
2013-11-11,0,2,8.3125,50,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,90.66666667
2013-11-11,0,2,8.3125,50,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,90.66666667
2013-11-11,0,2,8.3125,29,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,90.66666667
2013-11-11,0,2,8.3125,37,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,90.66666667
2013-11-11,0,2,8.3125,29,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,90.66666667
2013-11-12,0,7,5.9375,61,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,90.66666667
2013-11-12,0,7,5.9375,61,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,90.66666667
2013-11-12,0,7,5.9375,61,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,90.66666667
2013-11-12,0,7,5.9375,61,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,90.66666667
2013-11-12,0,7,5.9375,61,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,90.66666667
2013-11-12,0,7,5.9375,61,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,90.66666667
2013-11-13,0,1,8.8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,90.66666667
2013-11-13,0,1,8.8,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,90.66666667
2013-11-13,0,1,8.8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,90.66666667
2013-11-13,0,1,8.8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,90.66666667
2013-11-13,0,1,8.8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,90.66666667
2013-11-13,0,1,8.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,90.66666667
2013-11-14,0,5,6.9375,21,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,90.66666667
2013-11-14,0,5,6.9375,21,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,90.66666667
2013-11-14,0,5,6.9375,21,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,90.66666667
2013-11-14,0,5,6.9375,21,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,90.66666667
2013-11-14,0,5,6.9375,21,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,90.66666667
2013-11-14,0,5,6.9375,21,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,90.66666667
2013-11-15,0,7,6.45,21,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,90.66666667
2013-11-15,0,7,6.45,21,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,90.66666667
2013-11-15,0,7,6.45,21,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,90.66666667
2013-11-15,0,7,6.45,21,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,90.66666667
2013-11-15,0,7,6.45,21,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,90.66666667
2013-11-15,0,7,6.45,21,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,90.66666667
2013-11-16,0,8,8.875,38,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,90.66666667
2013-11-16,0,8,8.875,25,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,90.66666667
2013-11-16,0,8,8.875,13,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,90.66666667
2013-11-16,0,8,8.875,33,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,90.66666667
2013-11-16,0,8,8.875,21,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,90.66666667
2013-11-16,0,8,8.875,33,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,90.66666667
2013-11-17,0,2,8.8875,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,90.66666667
2013-11-17,0,2,8.8875,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,90.66666667
2013-11-17,0,2,8.8875,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,90.66666667
2013-11-17,0,2,8.8875,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,90.66666667
2013-11-17,0,2,8.8875,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,90.66666667
2013-11-17,0,2,8.8875,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,90.66666667
2013-11-18,0,7,6.65,63,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,90.66666667
2013-11-18,0,7,6.65,63,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,90.66666667
2013-11-18,0,7,6.65,63,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,90.66666667
2013-11-18,0,7,6.65,63,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,90.66666667
2013-11-18,0,7,6.65,63,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,90.66666667
2013-11-18,0,7,6.65,63,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,90.66666667
2013-11-19,0,8,5.8375,61,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,90.66666667
2013-11-19,0,8,5.8375,61,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,90.66666667
2013-11-19,0,8,5.8375,61,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,90.66666667
2013-11-19,0,8,5.8375,61,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,90.66666667
2013-11-19,0,8,5.8375,61,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,90.66666667
2013-11-19,0,8,5.8375,61,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,90.66666667
2013-11-20,0,6,3.85,31,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,90.66666667
2013-11-20,0,6,3.85,41,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,90.66666667
2013-11-20,0,6,3.85,33,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,90.66666667
2013-11-20,0,6,3.85,31,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,90.66666667
2013-11-20,0,6,3.85,33,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,90.66666667
2013-11-20,0,6,3.85,51,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,90.66666667
2013-11-21,0,2,3.275,10,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,90.66666667
2013-11-21,0,2,3.275,10,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,90.66666667
2013-11-21,0,2,3.275,10,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,90.66666667
2013-11-21,0,2,3.275,10,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,90.66666667
2013-11-21,0,2,3.275,10,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,90.66666667
2013-11-21,0,2,3.275,10,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,90.66666667
2013-11-22,0,7,5.375,21,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,90.66666667
2013-11-22,0,7,5.375,21,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,90.66666667
2013-11-22,0,7,5.375,21,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,90.66666667
2013-11-22,0,7,5.375,21,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,90.66666667
2013-11-22,0,7,5.375,21,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,90.66666667
2013-11-22,0,7,5.375,21,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,90.66666667
2013-11-23,0,3,4.9125,43,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,90.66666667
2013-11-23,0,3,4.9125,17,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,90.66666667
2013-11-23,0,3,4.9125,17,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,90.66666667
2013-11-23,0,3,4.9125,33,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,90.66666667
2013-11-23,0,3,4.9125,23,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,90.66666667
2013-11-23,0,3,4.9125,25,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,90.66666667
2013-11-24,0,0,4.6,43,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,90.66666667
2013-11-24,0,0,4.6,29,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,90.66666667
2013-11-24,0,0,4.6,27,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,90.66666667
2013-11-24,0,0,4.6,25,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,90.66666667
2013-11-24,0,0,4.6,33,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,90.66666667
2013-11-24,0,0,4.6,23,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,90.66666667
2013-11-25,0,0,3.7,53,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,90.66666667
2013-11-25,0,0,3.7,45,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,90.66666667
2013-11-25,0,0,3.7,27,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,90.66666667
2013-11-25,0,0,3.7,43,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,90.66666667
2013-11-25,0,0,3.7,43,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,90.66666667
2013-11-25,0,0,3.7,45,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,90.66666667
2013-11-26,0,2,2.3125,43,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,90.66666667
2013-11-26,0,2,2.3125,62,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,90.66666667
2013-11-26,0,2,2.3125,62,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,90.66666667
2013-11-26,0,2,2.3125,46,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,90.66666667
2013-11-26,0,2,2.3125,43,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,90.66666667
2013-11-26,0,2,2.3125,61,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,90.66666667
2013-11-27,0,8,7.3125,61,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,90.66666667
2013-11-27,0,8,7.3125,61,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,90.66666667
2013-11-27,0,8,7.3125,61,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,90.66666667
2013-11-27,0,8,7.3125,61,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,90.66666667
2013-11-27,0,8,7.3125,61,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,90.66666667
2013-11-27,0,8,7.3125,61,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,90.66666667
2013-11-28,0,2,8.025,54,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,90.66666667
2013-11-28,0,2,8.025,45,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,90.66666667
2013-11-28,0,2,8.025,54,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,90.66666667
2013-11-28,0,2,8.025,62,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,90.66666667
2013-11-28,0,2,8.025,37,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,90.66666667
2013-11-28,0,2,8.025,54,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,90.66666667
2013-11-29,0,8,5.9875,63,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,90.66666667
2013-11-29,0,8,5.9875,63,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,90.66666667
2013-11-29,0,8,5.9875,63,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,90.66666667
2013-11-29,0,8,5.9875,63,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,90.66666667
2013-11-29,0,8,5.9875,63,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,90.66666667
2013-11-29,0,8,5.9875,63,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,90.66666667
2013-11-30,0,7,5.525,20,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,90.66666667
2013-11-30,0,7,5.525,20,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,90.66666667
2013-11-30,0,7,5.525,20,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,90.66666667
2013-11-30,0,7,5.525,20,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,90.66666667
2013-11-30,0,7,5.525,20,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,90.66666667
2013-12-01,0,5,8.6625,61,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,91.46666667
2013-12-01,0,5,8.6625,61,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,91.46666667
2013-12-01,0,5,8.6625,61,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,91.46666667
2013-12-01,0,5,8.6625,61,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,91.46666667
2013-12-01,0,5,8.6625,61,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,91.46666667
2013-12-01,0,5,8.6625,61,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,91.46666667
2013-12-02,0,0,3.0625,10,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,91.46666667
2013-12-02,0,0,3.0625,10,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,91.46666667
2013-12-02,0,0,3.0625,10,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,91.46666667
2013-12-02,0,0,3.0625,10,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,91.46666667
2013-12-02,0,0,3.0625,10,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,91.46666667
2013-12-02,0,0,3.0625,10,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,91.46666667
2013-12-03,0,8,1.7125,28,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,91.46666667
2013-12-03,0,8,1.7125,28,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,91.46666667
2013-12-03,0,8,1.7125,28,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,91.46666667
2013-12-03,0,8,1.7125,28,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,91.46666667
2013-12-03,0,8,1.7125,28,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,91.46666667
2013-12-03,0,8,1.7125,28,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,91.46666667
2013-12-04,0,7,5.85,63,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,91.46666667
2013-12-04,0,7,5.85,63,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,91.46666667
2013-12-04,0,7,5.85,63,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,91.46666667
2013-12-04,0,7,5.85,63,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,91.46666667
2013-12-04,0,7,5.85,63,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,91.46666667
2013-12-04,0,7,5.85,63,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,91.46666667
2013-12-05,0,7,4.4625,63,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,91.46666667
2013-12-05,0,7,4.4625,63,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,91.46666667
2013-12-05,0,7,4.4625,63,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,91.46666667
2013-12-05,0,7,4.4625,63,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,91.46666667
2013-12-05,0,7,4.4625,63,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,91.46666667
2013-12-05,0,7,4.4625,63,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,91.46666667
2013-12-06,0,6,1.7875,73,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,91.46666667
2013-12-06,0,6,1.7875,73,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,91.46666667
2013-12-06,0,6,1.7875,73,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,91.46666667
2013-12-06,0,6,1.7875,73,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,91.46666667
2013-12-06,0,6,1.7875,73,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,91.46666667
2013-12-06,0,6,1.7875,73,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,91.46666667
2013-12-07,0,5,1,22,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,91.46666667
2013-12-07,0,5,1,22,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,91.46666667
2013-12-07,0,5,1,22,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,91.46666667
2013-12-07,0,5,1,22,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,91.46666667
2013-12-07,0,5,1,22,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,91.46666667
2013-12-07,0,5,1,22,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,91.46666667
2013-12-08,0,8,6.975,63,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,91.46666667
2013-12-08,0,8,6.975,63,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,91.46666667
2013-12-08,0,8,6.975,63,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,91.46666667
2013-12-08,0,8,6.975,63,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,91.46666667
2013-12-08,0,8,6.975,63,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,91.46666667
2013-12-08,0,8,6.975,63,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,91.46666667
2013-12-09,0,7,9.2375,45,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,91.46666667
2013-12-09,0,7,9.2375,45,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,91.46666667
2013-12-09,0,7,9.2375,45,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,91.46666667
2013-12-09,0,7,9.2375,45,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,91.46666667
2013-12-09,0,7,9.2375,45,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,91.46666667
2013-12-09,0,7,9.2375,45,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,91.46666667
2013-12-10,0,7,7.1875,61,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,91.46666667
2013-12-10,0,7,7.1875,61,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,91.46666667
2013-12-10,0,7,7.1875,61,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,91.46666667
2013-12-10,0,7,7.1875,61,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,91.46666667
2013-12-10,0,7,7.1875,61,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,91.46666667
2013-12-10,0,7,7.1875,61,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,91.46666667
2013-12-11,0,7,5.025,10,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,91.46666667
2013-12-11,0,7,5.025,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,91.46666667
2013-12-11,0,7,5.025,10,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,91.46666667
2013-12-11,0,7,5.025,10,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,91.46666667
2013-12-11,0,7,5.025,10,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,91.46666667
2013-12-11,0,7,5.025,10,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,91.46666667
2013-12-12,0,8,2.525,28,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,91.46666667
2013-12-12,0,8,2.525,28,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,91.46666667
2013-12-12,0,8,2.525,28,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,91.46666667
2013-12-12,0,8,2.525,28,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,91.46666667
2013-12-12,0,8,2.525,28,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,91.46666667
2013-12-12,0,8,2.525,28,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,91.46666667
2013-12-13,0,7,3.5375,61,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,91.46666667
2013-12-13,0,7,3.5375,61,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,91.46666667
2013-12-13,0,7,3.5375,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,91.46666667
2013-12-13,0,7,3.5375,61,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,91.46666667
2013-12-13,0,7,3.5375,61,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,91.46666667
2013-12-14,0,7,3.0125,61,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,91.46666667
2013-12-14,0,7,3.0125,61,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,91.46666667
2013-12-14,0,7,3.0125,61,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,91.46666667
2013-12-14,0,7,3.0125,61,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,91.46666667
2013-12-14,0,7,3.0125,61,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,91.46666667
2013-12-15,0,8,7.925,61,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,91.46666667
2013-12-15,0,8,7.925,61,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,91.46666667
2013-12-15,0,8,7.925,61,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,91.46666667
2013-12-15,0,8,7.925,61,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,91.46666667
2013-12-15,0,8,7.925,61,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,91.46666667
2013-12-15,0,8,7.925,61,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,91.46666667
2013-12-16,0,8,8.775,51,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,91.46666667
2013-12-16,0,8,8.775,51,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,91.46666667
2013-12-16,0,8,8.775,61,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,91.46666667
2013-12-16,0,8,8.775,61,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,91.46666667
2013-12-16,0,8,8.775,51,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,91.46666667
2013-12-16,0,8,8.775,51,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,91.46666667
2013-12-17,0,8,4.95,61,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,91.46666667
2013-12-17,0,8,4.95,61,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,91.46666667
2013-12-17,0,8,4.95,61,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,91.46666667
2013-12-17,0,8,4.95,61,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,91.46666667
2013-12-17,0,8,4.95,61,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,91.46666667
2013-12-17,0,8,4.95,61,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,91.46666667
2013-12-18,0,7,6.85,10,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,91.46666667
2013-12-18,0,7,6.85,10,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,91.46666667
2013-12-18,0,7,6.85,10,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,91.46666667
2013-12-18,0,7,6.85,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,91.46666667
2013-12-18,0,7,6.85,10,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,91.46666667
2013-12-18,0,7,6.85,10,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,91.46666667
2013-12-19,0,7,7.4,63,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,91.46666667
2013-12-19,0,7,7.4,63,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,91.46666667
2013-12-19,0,7,7.4,63,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,91.46666667
2013-12-19,0,7,7.4,63,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,91.46666667
2013-12-19,0,7,7.4,63,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,91.46666667
2013-12-19,0,7,7.4,63,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,91.46666667
2013-12-20,0,7,5.2875,61,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,91.46666667
2013-12-20,0,7,5.2875,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,91.46666667
2013-12-20,0,7,5.2875,61,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,91.46666667
2013-12-20,0,7,5.2875,61,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,91.46666667
2013-12-20,0,7,5.2875,61,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,91.46666667
2013-12-20,0,7,5.2875,61,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,91.46666667
2013-12-21,0,8,6.5625,63,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,91.46666667
2013-12-21,0,8,6.5625,63,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,91.46666667
2013-12-21,0,8,6.5625,63,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,91.46666667
2013-12-21,0,8,6.5625,63,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,91.46666667
2013-12-21,0,8,6.5625,63,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,91.46666667
2013-12-21,0,8,6.5625,63,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,91.46666667
